234 	 GO:0005515 	 protein binding 	 MF
235 	 GO:0019941 	 modification-dependent protein catabolic process 	 BP
236 	 GO:0000212 	 meiotic spindle organization 	 BP
237 	 GO:0000213 	 tRNA-intron endonuclease activity 	 MF
238 	 GO:0000214 	 tRNA-intron endonuclease complex 	 CC
239 	 GO:0000215 	 tRNA 2'-phosphotransferase activity 	 MF
241 	 GO:0000217 	 DNA secondary structure binding 	 MF
243 	 GO:0016469 	 proton-transporting two-sector ATPase complex 	 CC
244 	 GO:0000220 	 vacuolar proton-transporting V-type ATPase, V0 domain 	 CC
245 	 GO:0000221 	 vacuolar proton-transporting V-type ATPase, V1 domain 	 CC
246 	 GO:0000222 	 plasma membrane proton-transporting V-type ATPase, V0 domain 	 CC
247 	 GO:0000223 	 plasma membrane proton-transporting V-type ATPase, V1 domain 	 CC
248 	 GO:0000224 	 peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity 	 MF
249 	 GO:0000225 	 N-acetylglucosaminylphosphatidylinositol deacetylase activity 	 MF
250 	 GO:0000226 	 microtubule cytoskeleton organization 	 BP
251 	 GO:0000227 	 oxaloacetate secondary active transmembrane transporter activity 	 MF
252 	 GO:0000228 	 nuclear chromosome 	 CC
253 	 GO:0000229 	 cytoplasmic chromosome 	 CC
255 	 GO:0000794 	 condensed nuclear chromosome 	 CC
257 	 GO:0000793 	 condensed chromosome 	 CC
260 	 GO:0000234 	 phosphoethanolamine N-methyltransferase activity 	 MF
261 	 GO:0000235 	 astral microtubule 	 CC
262 	 GO:0000236 	 mitotic prometaphase 	 BP
263 	 GO:0000237 	 leptotene 	 BP
264 	 GO:0000238 	 zygotene 	 BP
265 	 GO:0000239 	 pachytene 	 BP
266 	 GO:0000240 	 diplotene 	 BP
267 	 GO:0000241 	 diakinesis 	 BP
268 	 GO:0000242 	 pericentriolar material 	 CC
269 	 GO:0000243 	 commitment complex 	 CC
270 	 GO:0000244 	 spliceosomal tri-snRNP complex assembly 	 BP
271 	 GO:0000245 	 spliceosomal complex assembly 	 BP
272 	 GO:0000246 	 delta24(24-1) sterol reductase activity 	 MF
273 	 GO:0000247 	 C-8 sterol isomerase activity 	 MF
274 	 GO:0000248 	 C-5 sterol desaturase activity 	 MF
275 	 GO:0000249 	 C-22 sterol desaturase activity 	 MF
276 	 GO:0000250 	 lanosterol synthase activity 	 MF
277 	 GO:0000252 	 C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity 	 MF
278 	 GO:0000253 	 3-keto sterol reductase activity 	 MF
279 	 GO:0000254 	 C-4 methylsterol oxidase activity 	 MF
280 	 GO:0000255 	 allantoin metabolic process 	 BP
281 	 GO:0000256 	 allantoin catabolic process 	 BP
282 	 GO:0000257 	 nitrilase activity 	 MF
284 	 GO:0005283 	 amino acid:sodium symporter activity 	 MF
285 	 GO:0005304 	 L-valine transmembrane transporter activity 	 MF
286 	 GO:0015188 	 L-isoleucine transmembrane transporter activity 	 MF
288 	 GO:0005337 	 nucleoside transmembrane transporter activity 	 MF
289 	 GO:0005622 	 intracellular 	 CC
291 	 GO:0046961 	 proton-transporting ATPase activity, rotational mechanism 	 MF
293 	 GO:0046962 	 sodium-transporting ATPase activity, rotational mechanism 	 MF
294 	 GO:0000262 	 mitochondrial chromosome 	 CC
296 	 GO:0003924 	 GTPase activity 	 MF
297 	 GO:0005834 	 heterotrimeric G-protein complex 	 CC
300 	 GO:0000266 	 mitochondrial fission 	 BP
302 	 GO:0005575 	 cellular_component 	 CC
303 	 GO:0000268 	 peroxisome targeting sequence binding 	 MF
304 	 GO:0000269 	 toxin export channel activity 	 MF
305 	 GO:0000270 	 peptidoglycan metabolic process 	 BP
306 	 GO:0000271 	 polysaccharide biosynthetic process 	 BP
307 	 GO:0000272 	 polysaccharide catabolic process 	 BP
308 	 GO:0000274 	 mitochondrial proton-transporting ATP synthase, stator stalk 	 CC
309 	 GO:0000275 	 mitochondrial proton-transporting ATP synthase complex, catalytic core F(1) 	 CC
310 	 GO:0000276 	 mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) 	 CC
311 	 GO:0000277 	 [cytochrome c]-lysine N-methyltransferase activity 	 MF
312 	 GO:0000278 	 mitotic cell cycle 	 BP
313 	 GO:0000279 	 M phase 	 BP
314 	 GO:0000280 	 nuclear division 	 BP
315 	 GO:0000281 	 mitotic cytokinesis 	 BP
316 	 GO:0000282 	 cellular bud site selection 	 BP
318 	 GO:0000753 	 cell morphogenesis involved in conjugation with cellular fusion 	 BP
319 	 GO:0000285 	 1-phosphatidylinositol-3-phosphate 5-kinase activity 	 MF
320 	 GO:0000286 	 alanine dehydrogenase activity 	 MF
321 	 GO:0000287 	 magnesium ion binding 	 MF
322 	 GO:0000288 	 nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay 	 BP
323 	 GO:0000289 	 nuclear-transcribed mRNA poly(A) tail shortening 	 BP
324 	 GO:0000290 	 deadenylation-dependent decapping of nuclear-transcribed mRNA 	 BP
325 	 GO:0000291 	 nuclear-transcribed mRNA catabolic process, exonucleolytic 	 BP
326 	 GO:0000292 	 RNA fragment catabolic process 	 BP
327 	 GO:0000293 	 ferric-chelate reductase activity 	 MF
328 	 GO:0000294 	 nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay 	 BP
329 	 GO:0000295 	 adenine nucleotide transmembrane transporter activity 	 MF
330 	 GO:0000296 	 spermine transport 	 BP
331 	 GO:0000297 	 spermine transmembrane transporter activity 	 MF
332 	 GO:0000298 	 endopolyphosphatase activity 	 MF
334 	 GO:0016021 	 integral component of membrane 	 CC
336 	 GO:0019898 	 extrinsic component of membrane 	 CC
337 	 GO:0000301 	 retrograde transport, vesicle recycling within Golgi 	 BP
338 	 GO:0000302 	 response to reactive oxygen species 	 BP
339 	 GO:0000303 	 response to superoxide 	 BP
340 	 GO:0000304 	 response to singlet oxygen 	 BP
341 	 GO:0000305 	 response to oxygen radical 	 BP
342 	 GO:0000306 	 extrinsic component of vacuolar membrane 	 CC
343 	 GO:0000307 	 cyclin-dependent protein kinase holoenzyme complex 	 CC
344 	 GO:0000308 	 cytoplasmic cyclin-dependent protein kinase holoenzyme complex 	 CC
345 	 GO:0000309 	 nicotinamide-nucleotide adenylyltransferase activity 	 MF
346 	 GO:0000310 	 xanthine phosphoribosyltransferase activity 	 MF
347 	 GO:0000311 	 plastid large ribosomal subunit 	 CC
348 	 GO:0000312 	 plastid small ribosomal subunit 	 CC
349 	 GO:0000313 	 organellar ribosome 	 CC
350 	 GO:0000314 	 organellar small ribosomal subunit 	 CC
351 	 GO:0000315 	 organellar large ribosomal subunit 	 CC
352 	 GO:0000316 	 sulfite transport 	 BP
353 	 GO:0000319 	 sulfite transmembrane transporter activity 	 MF
354 	 GO:0000320 	 re-entry into mitotic cell cycle 	 BP
355 	 GO:0000321 	 re-entry into mitotic cell cycle after pheromone arrest 	 BP
356 	 GO:0000322 	 storage vacuole 	 CC
357 	 GO:0000323 	 lytic vacuole 	 CC
358 	 GO:0000324 	 fungal-type vacuole 	 CC
359 	 GO:0000325 	 plant-type vacuole 	 CC
360 	 GO:0000326 	 protein storage vacuole 	 CC
361 	 GO:0000327 	 lytic vacuole within protein storage vacuole 	 CC
362 	 GO:0000328 	 fungal-type vacuole lumen 	 CC
363 	 GO:0000329 	 fungal-type vacuole membrane 	 CC
364 	 GO:0000330 	 plant-type vacuole lumen 	 CC
365 	 GO:0000331 	 contractile vacuole 	 CC
366 	 GO:0000332 	 template for synthesis of G-rich strand of telomere DNA activity 	 MF
367 	 GO:0000333 	 telomerase catalytic core complex 	 CC
368 	 GO:0000334 	 3-hydroxyanthranilate 3,4-dioxygenase activity 	 MF
369 	 GO:0000335 	 negative regulation of transposition, DNA-mediated 	 BP
370 	 GO:0000336 	 positive regulation of transposition, DNA-mediated 	 BP
371 	 GO:0000337 	 regulation of transposition, DNA-mediated 	 BP
372 	 GO:0000338 	 protein deneddylation 	 BP
373 	 GO:0000339 	 RNA cap binding 	 MF
374 	 GO:0000340 	 RNA 7-methylguanosine cap binding 	 MF
375 	 GO:0000341 	 RNA trimethylguanosine cap binding 	 MF
376 	 GO:0000342 	 RNA cap 4 binding 	 MF
377 	 GO:0000343 	 plastid-encoded plastid RNA polymerase complex A 	 CC
378 	 GO:0000344 	 plastid-encoded plastid RNA polymerase complex B 	 CC
379 	 GO:0000345 	 cytosolic DNA-directed RNA polymerase complex 	 CC
380 	 GO:0000346 	 transcription export complex 	 CC
381 	 GO:0000347 	 THO complex 	 CC
382 	 GO:0000348 	 mRNA branch site recognition 	 BP
383 	 GO:0000349 	 generation of catalytic spliceosome for first transesterification step 	 BP
384 	 GO:0000350 	 generation of catalytic spliceosome for second transesterification step 	 BP
385 	 GO:0000352 	 trans assembly of SL-containing precatalytic spliceosome 	 BP
386 	 GO:0000353 	 formation of quadruple SL/U4/U5/U6 snRNP 	 BP
387 	 GO:0000354 	 cis assembly of pre-catalytic spliceosome 	 BP
389 	 GO:0000384 	 first spliceosomal transesterification activity 	 MF
392 	 GO:0000386 	 second spliceosomal transesterification activity 	 MF
393 	 GO:0000365 	 mRNA trans splicing, via spliceosome 	 BP
394 	 GO:0000366 	 intergenic mRNA trans splicing 	 BP
396 	 GO:0000372 	 Group I intron splicing 	 BP
397 	 GO:0000373 	 Group II intron splicing 	 BP
398 	 GO:0000374 	 Group III intron splicing 	 BP
399 	 GO:0000375 	 RNA splicing, via transesterification reactions 	 BP
400 	 GO:0000376 	 RNA splicing, via transesterification reactions with guanosine as nucleophile 	 BP
401 	 GO:0000377 	 RNA splicing, via transesterification reactions with bulged adenosine as nucleophile 	 BP
402 	 GO:0000378 	 RNA exon ligation 	 BP
403 	 GO:0000379 	 tRNA-type intron splice site recognition and cleavage 	 BP
404 	 GO:0000380 	 alternative mRNA splicing, via spliceosome 	 BP
405 	 GO:0000381 	 regulation of alternative mRNA splicing, via spliceosome 	 BP
406 	 GO:0000387 	 spliceosomal snRNP assembly 	 BP
407 	 GO:0000388 	 spliceosome conformational change to release U4 (or U4atac) and U1 (or U11) 	 BP
408 	 GO:0000389 	 mRNA 3'-splice site recognition 	 BP
409 	 GO:0000390 	 spliceosomal complex disassembly 	 BP
410 	 GO:0000393 	 spliceosomal conformational changes to generate catalytic conformation 	 BP
411 	 GO:0000394 	 RNA splicing, via endonucleolytic cleavage and ligation 	 BP
412 	 GO:0000395 	 mRNA 5'-splice site recognition 	 BP
413 	 GO:0000398 	 mRNA splicing, via spliceosome 	 BP
414 	 GO:0000399 	 cellular bud neck septin structure 	 CC
415 	 GO:0000400 	 four-way junction DNA binding 	 MF
416 	 GO:0000401 	 open form four-way junction DNA binding 	 MF
417 	 GO:0000402 	 crossed form four-way junction DNA binding 	 MF
418 	 GO:0000403 	 Y-form DNA binding 	 MF
419 	 GO:0000404 	 heteroduplex DNA loop binding 	 MF
420 	 GO:0000405 	 bubble DNA binding 	 MF
421 	 GO:0000406 	 double-strand/single-strand DNA junction binding 	 MF
422 	 GO:0000407 	 phagophore assembly site 	 CC
423 	 GO:0000408 	 EKC/KEOPS complex 	 CC
424 	 GO:0000409 	 regulation of transcription by galactose 	 BP
425 	 GO:0000410 	 carbon catabolite repression of transcription by galactose 	 BP
426 	 GO:0000411 	 positive regulation of transcription by galactose 	 BP
427 	 GO:0000412 	 histone peptidyl-prolyl isomerization 	 BP
428 	 GO:0000413 	 protein peptidyl-prolyl isomerization 	 BP
429 	 GO:0000414 	 regulation of histone H3-K36 methylation 	 BP
430 	 GO:0000415 	 negative regulation of histone H3-K36 methylation 	 BP
431 	 GO:0000416 	 positive regulation of histone H3-K36 methylation 	 BP
432 	 GO:0000417 	 HIR complex 	 CC
433 	 GO:0000418 	 RNA polymerase IV complex 	 CC
434 	 GO:0000419 	 RNA polymerase V complex 	 CC
435 	 GO:0000421 	 autophagosome membrane 	 CC
436 	 GO:0000422 	 autophagy of mitochondrion 	 BP
437 	 GO:0000423 	 mitophagy 	 BP
438 	 GO:0000424 	 micromitophagy 	 BP
439 	 GO:0000425 	 pexophagy 	 BP
440 	 GO:0000426 	 micropexophagy 	 BP
441 	 GO:0000427 	 plastid-encoded plastid RNA polymerase complex 	 CC
442 	 GO:0000428 	 DNA-directed RNA polymerase complex 	 CC
443 	 GO:0000429 	 carbon catabolite regulation of transcription from RNA polymerase II promoter 	 BP
444 	 GO:0000430 	 regulation of transcription from RNA polymerase II promoter by glucose 	 BP
445 	 GO:0000431 	 regulation of transcription from RNA polymerase II promoter by galactose 	 BP
446 	 GO:0000432 	 positive regulation of transcription from RNA polymerase II promoter by glucose 	 BP
447 	 GO:0000433 	 carbon catabolite repression of transcription from RNA polymerase II promoter by glucose 	 BP
448 	 GO:0000434 	 carbon catabolite repression of transcription from RNA polymerase II promoter by galactose 	 BP
449 	 GO:0000435 	 positive regulation of transcription from RNA polymerase II promoter by galactose 	 BP
450 	 GO:0000436 	 carbon catabolite activation of transcription from RNA polymerase II promoter 	 BP
451 	 GO:0000437 	 carbon catabolite repression of transcription from RNA polymerase II promoter 	 BP
452 	 GO:0000438 	 core TFIIH complex portion of holo TFIIH complex 	 CC
453 	 GO:0000439 	 transcription factor TFIIH core complex 	 CC
454 	 GO:0000440 	 core TFIIH complex portion of NEF3 complex 	 CC
455 	 GO:0000444 	 MIS12/MIND type complex 	 CC
456 	 GO:0000445 	 THO complex part of transcription export complex 	 CC
457 	 GO:0000446 	 nucleoplasmic THO complex 	 CC
458 	 GO:0000447 	 endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) 	 BP
459 	 GO:0000448 	 cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) 	 BP
460 	 GO:0000449 	 endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S) 	 BP
461 	 GO:0000450 	 cleavage of bicistronic rRNA transcript (SSU-rRNA, LSU-rRNA) 	 BP
462 	 GO:0000451 	 rRNA 2'-O-methylation 	 BP
463 	 GO:0000452 	 snoRNA guided rRNA 2'-O-methylation 	 BP
464 	 GO:0000453 	 enzyme-directed rRNA 2'-O-methylation 	 BP
465 	 GO:0000454 	 snoRNA guided rRNA pseudouridine synthesis 	 BP
466 	 GO:0000455 	 enzyme-directed rRNA pseudouridine synthesis 	 BP
468 	 GO:0000457 	 endonucleolytic cleavage between SSU-rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S) 	 BP
469 	 GO:0000458 	 endonucleolytic cleavage between LSU-rRNA and 5S rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S) 	 BP
470 	 GO:0000459 	 exonucleolytic trimming involved in rRNA processing 	 BP
471 	 GO:0000460 	 maturation of 5.8S rRNA 	 BP
472 	 GO:0000461 	 endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) 	 BP
473 	 GO:0000462 	 maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) 	 BP
474 	 GO:0000463 	 maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) 	 BP
475 	 GO:0000464 	 endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) 	 BP
476 	 GO:0000465 	 exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) 	 BP
477 	 GO:0000466 	 maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) 	 BP
478 	 GO:0000467 	 exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) 	 BP
479 	 GO:0000468 	 generation of mature 3'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) 	 BP
480 	 GO:0000469 	 cleavage involved in rRNA processing 	 BP
481 	 GO:0000470 	 maturation of LSU-rRNA 	 BP
482 	 GO:0000471 	 endonucleolytic cleavage in 3'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) 	 BP
483 	 GO:0000472 	 endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) 	 BP
484 	 GO:0000473 	 maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) 	 BP
485 	 GO:0000474 	 maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) 	 BP
486 	 GO:0000475 	 maturation of 2S rRNA 	 BP
487 	 GO:0000476 	 maturation of 4.5S rRNA 	 BP
